theta1,theta2,x,y
-88.0,-40.0,-5.8076197863,-17.8740158063
-88.0,-39.0,-5.6691552645,-17.9802633707
-88.0,-38.0,-5.5288575559,-18.0840782139
-88.0,-37.0,-5.3867693965,-18.1854287131
-88.0,-36.0,-5.2429340677,-18.2842839958
-88.0,-35.0,-5.0973953832,-18.3806139497
-88.0,-34.0,-4.9501976753,-18.4743892318
-88.0,-33.0,-4.8013857821,-18.5655812772
-88.0,-32.0,-4.651005033,-18.654162308
-88.0,-31.0,-4.4991012355,-18.7401053416
-88.0,-30.0,-4.3457206609,-18.8233841988
-88.0,-29.0,-4.1909100304,-18.9039735121
-88.0,-28.0,-4.0347165009,-18.9818487332
-88.0,-27.0,-3.8771876504,-19.0569861406
-88.0,-26.0,-3.7183714638,-19.1293628466
-88.0,-25.0,-3.5583163179,-19.1989568047
-88.0,-24.0,-3.3970709672,-19.2657468159
-88.0,-23.0,-3.2346845285,-19.3297125352
-88.0,-22.0,-3.0712064663,-19.3908344781
-88.0,-21.0,-2.9066865776,-19.4490940262
-88.0,-20.0,-2.7411749767,-19.5044734332
-88.0,-19.0,-2.5747220802,-19.5569558298
-88.0,-18.0,-2.4073785912,-19.6065252296
-88.0,-17.0,-2.239195484,-19.6531665331
-88.0,-16.0,-2.070223989,-19.696865533
-88.0,-15.0,-1.9005155764,-19.7376089181
-88.0,-14.0,-1.7301219412,-19.7753842775
-88.0,-13.0,-1.5590949868,-19.8101801047
-88.0,-12.0,-1.3874868097,-19.8419858003
-88.0,-11.0,-1.2153496834,-19.8707916762
-88.0,-10.0,-1.0427360426,-19.8965889576
-88.0,-9.0,-0.8696984671,-19.9193697866
-88.0,-8.0,-0.6962896657,-19.9391272239
-88.0,-7.0,-0.5225624605,-19.9558552511
-88.0,-6.0,-0.3485697704,-19.9695487728
-88.0,-5.0,-0.1743645954,-19.9802036177
-88.0,-4.0,-0.0,-19.9878165404
-88.0,-3.0,0.1744709026,-19.9923852218
-88.0,-2.0,0.348994967,-19.9939082702
-88.0,-1.0,0.5235190314,-19.9923852218
-88.0,0.0,0.697989934,-19.9878165404
-88.0,1.0,0.8723545294,-19.9802036177
-88.0,2.0,1.0465597044,-19.9695487728
-88.0,3.0,1.2205523945,-19.9558552511
-88.0,4.0,1.3942795997,-19.9391272239
-88.0,5.0,1.5676884011,-19.9193697866
-88.0,6.0,1.7407259766,-19.8965889576
-88.0,7.0,1.9133396174,-19.8707916762
-88.0,8.0,2.0854767437,-19.8419858003
-88.0,9.0,2.2570849208,-19.8101801047
-88.0,10.0,2.4281118752,-19.7753842775
-88.0,11.0,2.5985055104,-19.7376089181
-88.0,12.0,2.768213923,-19.696865533
-88.0,13.0,2.937185418,-19.6531665331
-88.0,14.0,3.1053685252,-19.6065252296
-88.0,15.0,3.2727120142,-19.5569558298
-88.0,16.0,3.4391649107,-19.5044734332
-88.0,17.0,3.6046765116,-19.4490940262
-88.0,18.0,3.7691964003,-19.3908344781
-88.0,19.0,3.9326744625,-19.3297125352
-88.0,20.0,4.0950609012,-19.2657468159
-88.0,21.0,4.2563062519,-19.1989568047
-88.0,22.0,4.4163613978,-19.1293628466
-88.0,23.0,4.5751775844,-19.0569861406
-88.0,24.0,4.7327064349,-18.9818487332
-88.0,25.0,4.8888999644,-18.9039735121
-88.0,26.0,5.0437105949,-18.8233841988
-88.0,27.0,5.1970911695,-18.7401053416
-88.0,28.0,5.348994967,-18.654162308
-88.0,29.0,5.4993757161,-18.5655812772
-88.0,30.0,5.6481876093,-18.4743892318
-88.0,31.0,5.7953853172,-18.3806139497
-88.0,32.0,5.9409240017,-18.2842839958
-88.0,33.0,6.0847593305,-18.1854287131
-88.0,34.0,6.2268474899,-18.0840782139
-88.0,35.0,6.3671451985,-17.9802633707
-88.0,36.0,6.5056097203,-17.8740158063
-88.0,37.0,6.6421988775,-17.7653678848
-88.0,38.0,6.7768710639,-17.6543527014
-88.0,39.0,6.9095852569,-17.5410040724
-88.0,40.0,7.0403010306,-17.425356525
-88.0,41.0,7.1689785676,-17.3074452864
-88.0,42.0,7.2955786716,-17.1873062736
-88.0,43.0,7.4200627789,-17.0649760821
-88.0,44.0,7.5423929704,-16.9404919748
-88.0,45.0,7.6625319832,-16.8138918708
-88.0,46.0,7.7804432218,-16.6852143338
-88.0,47.0,7.8960907692,-16.5544985601
-88.0,48.0,8.0094393982,-16.4217843671
-88.0,49.0,8.1204545816,-16.2871121807
-88.0,50.0,8.2291025031,-16.1505230235
-88.0,51.0,8.3353500675,-16.0120585017
-88.0,52.0,8.4391649107,-15.8717607931
-88.0,53.0,8.5405154099,-15.7296726337
-88.0,54.0,8.6393706926,-15.5858373049
-88.0,55.0,8.7357006465,-15.4402986204
-88.0,56.0,8.8294759286,-15.2931009125
-88.0,57.0,8.920667974,-15.1442890193
-88.0,58.0,9.0092490048,-14.9939082702
-88.0,59.0,9.0951920384,-14.8420044727
-88.0,60.0,9.1784708956,-14.6886238981
-88.0,61.0,9.2590602089,-14.5338132676
-88.0,62.0,9.33693543,-14.3776197381
-88.0,63.0,9.4120728374,-14.2200908876
-88.0,64.0,9.4844495434,-14.061274701
-88.0,65.0,9.5540435015,-13.9012195551
-88.0,66.0,9.6208335127,-13.7399742044
-88.0,67.0,9.684799232,-13.5775877657
-88.0,68.0,9.7459211749,-13.4141097035
-88.0,69.0,9.804180723,-13.2495898148
-88.0,70.0,9.85956013,-13.0840782139
-88.0,71.0,9.9120425266,-12.9176253174
-88.0,72.0,9.9616119264,-12.7502818284
-88.0,73.0,10.0082532299,-12.5820987212
-88.0,74.0,10.0519522298,-12.4131272262
-88.0,75.0,10.0926956149,-12.2434188136
-88.0,76.0,10.1304709743,-12.0730251784
-88.0,77.0,10.1652668015,-11.901998224
-88.0,78.0,10.1970724971,-11.7303900469
-88.0,79.0,10.225878373,-11.5582529206
-88.0,80.0,10.2516756544,-11.3856392798
-88.0,81.0,10.2744564834,-11.2126017043
-88.0,82.0,10.2942139207,-11.0391929029
-88.0,83.0,10.3109419479,-10.8654656977
-88.0,84.0,10.3246354696,-10.6914730076
-88.0,85.0,10.3352903145,-10.5172678326
-88.0,86.0,10.3429032372,-10.3429032372
-88.0,87.0,10.3474719186,-10.1684323346
-88.0,88.0,10.348994967,-9.9939082702
-88.0,89.0,10.3474719186,-9.8193842058
-88.0,90.0,10.3429032372,-9.6449133032
-88.0,91.0,10.3352903145,-9.4705487078
-88.0,92.0,10.3246354696,-9.2963435328
-88.0,93.0,10.3109419479,-9.1223508427
-88.0,94.0,10.2942139207,-8.9486236375
-88.0,95.0,10.2744564834,-8.7752148361
-88.0,96.0,10.2516756544,-8.6021772606
-88.0,97.0,10.225878373,-8.4295636198
-88.0,98.0,10.1970724971,-8.2574264935
-88.0,99.0,10.1652668015,-8.0858183164
-88.0,100.0,10.1304709743,-7.914791362
-88.0,101.0,10.0926956149,-7.7443977268
-88.0,102.0,10.0519522298,-7.5746893142
-88.0,103.0,10.0082532299,-7.4057178192
-88.0,104.0,9.9616119264,-7.237534712
-88.0,105.0,9.9120425266,-7.070191223
-88.0,106.0,9.85956013,-6.9037383265
-88.0,107.0,9.804180723,-6.7382267256
-88.0,108.0,9.7459211749,-6.5737068369
-88.0,109.0,9.684799232,-6.4102287747
-88.0,110.0,9.6208335127,-6.247842336
-88.0,111.0,9.5540435015,-6.0865969853
-88.0,112.0,9.4844495434,-5.9265418394
-88.0,113.0,9.4120728374,-5.7677256528
-88.0,114.0,9.33693543,-5.6101968023
-88.0,115.0,9.2590602089,-5.4540032728
-88.0,116.0,9.1784708956,-5.2991926423
-88.0,117.0,9.0951920384,-5.1458120677
-88.0,118.0,9.0092490048,-4.9939082702
-88.0,119.0,8.920667974,-4.8435275211
-88.0,120.0,8.8294759286,-4.6947156279
-87.0,-120.0,-8.3867056795,-5.4463903501
-87.0,-119.0,-8.4645809006,-5.6025838796
-87.0,-118.0,-8.539718308,-5.7601127301
-87.0,-117.0,-8.612095014,-5.9189289167
-87.0,-116.0,-8.6816889721,-6.0789840626
-87.0,-115.0,-8.7484789833,-6.2402294133
-87.0,-114.0,-8.8124447026,-6.402615852
-87.0,-113.0,-8.8735666455,-6.5660939142
-87.0,-112.0,-8.9318261936,-6.7306138029
-87.0,-111.0,-8.9872056006,-6.8961254038
-87.0,-110.0,-9.0396879972,-7.0625783003
-87.0,-109.0,-9.089257397,-7.2299217893
-87.0,-108.0,-9.1358987005,-7.3981048965
-87.0,-107.0,-9.1795977004,-7.5670763915
-87.0,-106.0,-9.2203410855,-7.7367848041
-87.0,-105.0,-9.2581164449,-7.9071784393
-87.0,-104.0,-9.2929122721,-8.0782053937
-87.0,-103.0,-9.3247179677,-8.2498135708
-87.0,-102.0,-9.3535238436,-8.4219506971
-87.0,-101.0,-9.379321125,-8.5945643379
-87.0,-100.0,-9.402101954,-8.7676019134
-87.0,-99.0,-9.4218593913,-8.9410107148
-87.0,-98.0,-9.4385874185,-9.11473792
-87.0,-97.0,-9.4522809402,-9.2887306101
-87.0,-96.0,-9.4629357851,-9.4629357851
-87.0,-95.0,-9.4705487078,-9.6373003805
-87.0,-94.0,-9.4751173892,-9.8117712831
-87.0,-93.0,-9.4766404376,-9.9862953475
-87.0,-92.0,-9.4751173892,-10.1608194119
-87.0,-91.0,-9.4705487078,-10.3352903145
-87.0,-90.0,-9.4629357851,-10.5096549099
-87.0,-89.0,-9.4522809402,-10.6838600849
-87.0,-88.0,-9.4385874185,-10.857852775
-87.0,-87.0,-9.4218593913,-11.0315799802
-87.0,-86.0,-9.402101954,-11.2049887816
-87.0,-85.0,-9.379321125,-11.3780263571
-87.0,-84.0,-9.3535238436,-11.5506399979
-87.0,-83.0,-9.3247179677,-11.7227771242
-87.0,-82.0,-9.2929122721,-11.8943853013
-87.0,-81.0,-9.2581164449,-12.0654122557
-87.0,-80.0,-9.2203410855,-12.2358058909
-87.0,-79.0,-9.1795977004,-12.4055143035
-87.0,-78.0,-9.1358987005,-12.5744857985
-87.0,-77.0,-9.089257397,-12.7426689057
-87.0,-76.0,-9.0396879972,-12.9100123947
-87.0,-75.0,-8.9872056006,-13.0764652912
-87.0,-74.0,-8.9318261936,-13.2419768921
-87.0,-73.0,-8.8735666455,-13.4064967808
-87.0,-72.0,-8.8124447026,-13.569974843
-87.0,-71.0,-8.7484789833,-13.7323612817
-87.0,-70.0,-8.6816889721,-13.8936066324
-87.0,-69.0,-8.612095014,-14.0536617783
-87.0,-68.0,-8.539718308,-14.2124779649
-87.0,-67.0,-8.4645809006,-14.3700068154
-87.0,-66.0,-8.3867056795,-14.5262003449
-87.0,-65.0,-8.3061163662,-14.6810109754
-87.0,-64.0,-8.222837509,-14.83439155
-87.0,-63.0,-8.1368944754,-14.9862953475
-87.0,-62.0,-8.0483134446,-15.1366760966
-87.0,-61.0,-7.9571213992,-15.2854879898
-87.0,-60.0,-7.8633461171,-15.4326856977
-87.0,-59.0,-7.7670161632,-15.5782243822
-87.0,-58.0,-7.6681608805,-15.722059711
-87.0,-57.0,-7.5668103813,-15.8641478704
-87.0,-56.0,-7.4629955381,-16.004445579
-87.0,-55.0,-7.3567479737,-16.1429101008
-87.0,-54.0,-7.2481000522,-16.279499258
-87.0,-53.0,-7.1370848688,-16.4141714444
-87.0,-52.0,-7.0237362398,-16.5468856374
-87.0,-51.0,-6.9080886924,-16.6776014111
-87.0,-50.0,-6.7901774538,-16.8062789481
-87.0,-49.0,-6.670038441,-16.9328790521
-87.0,-48.0,-6.5477082495,-17.0573631594
-87.0,-47.0,-6.4232241422,-17.1796933509
-87.0,-46.0,-6.2966240382,-17.2998323637
-87.0,-45.0,-6.1679465012,-17.4177436023
-87.0,-44.0,-6.0372307275,-17.5333911497
-87.0,-43.0,-5.9045165345,-17.6467397787
-87.0,-42.0,-5.7698443481,-17.7577549621
-87.0,-41.0,-5.6332551909,-17.8664028836
-87.0,-40.0,-5.4947906691,-17.972650448
-87.0,-39.0,-5.3544929605,-18.0764652912
-87.0,-38.0,-5.2124048011,-18.1778157904
-87.0,-37.0,-5.0685694723,-18.2766710731
-87.0,-36.0,-4.9230307878,-18.373001027
-87.0,-35.0,-4.7758330799,-18.4667763091
-87.0,-34.0,-4.6270211867,-18.5579683545
-87.0,-33.0,-4.4766404376,-18.6465493853
-87.0,-32.0,-4.3247366401,-18.7324924189
-87.0,-31.0,-4.1713560655,-18.8157712761
-87.0,-30.0,-4.016545435,-18.8963605894
-87.0,-29.0,-3.8603519055,-18.9742358105
-87.0,-28.0,-3.702823055,-19.0493732179
-87.0,-27.0,-3.5440068684,-19.1217499239
-87.0,-26.0,-3.3839517225,-19.191343882
-87.0,-25.0,-3.2227063718,-19.2581338932
-87.0,-24.0,-3.0603199331,-19.3220996125
-87.0,-23.0,-2.8968418709,-19.3832215554
-87.0,-22.0,-2.7323219822,-19.4414811035
-87.0,-21.0,-2.5668103813,-19.4968605105
-87.0,-20.0,-2.4003574848,-19.5493429071
-87.0,-19.0,-2.2330139958,-19.5989123069
-87.0,-18.0,-2.0648308886,-19.6455536104
-87.0,-17.0,-1.8958593936,-19.6892526103
-87.0,-16.0,-1.726150981,-19.7299959954
-87.0,-15.0,-1.5557573458,-19.7677713548
-87.0,-14.0,-1.3847303914,-19.802567182
-87.0,-13.0,-1.2131222143,-19.8343728776
-87.0,-12.0,-1.040985088,-19.8631787535
-87.0,-11.0,-0.8683714472,-19.8889760349
-87.0,-10.0,-0.6953338717,-19.9117568639
-87.0,-9.0,-0.5219250703,-19.9315143012
-87.0,-8.0,-0.3481978651,-19.9482423284
-87.0,-7.0,-0.174205175,-19.9619358501
-87.0,-6.0,-0.0,-19.972590695
-87.0,-5.0,0.1743645954,-19.9802036177
-87.0,-4.0,0.348835498,-19.9847722991
-87.0,-3.0,0.5233595624,-19.9862953475
-87.0,-2.0,0.6978836268,-19.9847722991
-87.0,-1.0,0.8723545294,-19.9802036177
-87.0,0.0,1.0467191248,-19.972590695
-87.0,1.0,1.2209242998,-19.9619358501
-87.0,2.0,1.3949169899,-19.9482423284
-87.0,3.0,1.5686441951,-19.9315143012
-87.0,4.0,1.7420529965,-19.9117568639
-87.0,5.0,1.915090572,-19.8889760349
-87.0,6.0,2.0877042128,-19.8631787535
-87.0,7.0,2.2598413391,-19.8343728776
-87.0,8.0,2.4314495162,-19.802567182
-87.0,9.0,2.6024764706,-19.7677713548
-87.0,10.0,2.7728701058,-19.7299959954
-87.0,11.0,2.9425785184,-19.6892526103
-87.0,12.0,3.1115500134,-19.6455536104
-87.0,13.0,3.2797331206,-19.5989123069
-87.0,14.0,3.4470766096,-19.5493429071
-87.0,15.0,3.6135295061,-19.4968605105
-87.0,16.0,3.779041107,-19.4414811035
-87.0,17.0,3.9435609957,-19.3832215554
-87.0,18.0,4.1070390579,-19.3220996125
-87.0,19.0,4.2694254966,-19.2581338932
-87.0,20.0,4.4306708473,-19.191343882
-87.0,21.0,4.5907259932,-19.1217499239
-87.0,22.0,4.7495421798,-19.0493732179
-87.0,23.0,4.9070710303,-18.9742358105
-87.0,24.0,5.0632645598,-18.8963605894
-87.0,25.0,5.2180751903,-18.8157712761
-87.0,26.0,5.3714557649,-18.7324924189
-87.0,27.0,5.5233595624,-18.6465493853
-87.0,28.0,5.6737403115,-18.5579683545
-87.0,29.0,5.8225522047,-18.4667763091
-87.0,30.0,5.9697499126,-18.373001027
-87.0,31.0,6.1152885971,-18.2766710731
-87.0,32.0,6.2591239259,-18.1778157904
-87.0,33.0,6.4012120853,-18.0764652912
-87.0,34.0,6.5415097939,-17.972650448
-87.0,35.0,6.6799743157,-17.8664028836
-87.0,36.0,6.8165634729,-17.7577549621
-87.0,37.0,6.9512356593,-17.6467397787
-87.0,38.0,7.0839498523,-17.5333911497
-87.0,39.0,7.214665626,-17.4177436023
-87.0,40.0,7.343343163,-17.2998323637
-87.0,41.0,7.469943267,-17.1796933509
-87.0,42.0,7.5944273743,-17.0573631594
-87.0,43.0,7.7167575658,-16.9328790521
-87.0,44.0,7.8368965786,-16.8062789481
-87.0,45.0,7.9548078172,-16.6776014111
-87.0,46.0,8.0704553646,-16.5468856374
-87.0,47.0,8.1838039936,-16.4141714444
-87.0,48.0,8.294819177,-16.279499258
-87.0,49.0,8.4034670985,-16.1429101008
-87.0,50.0,8.5097146629,-16.004445579
-87.0,51.0,8.6135295061,-15.8641478704
-87.0,52.0,8.7148800053,-15.722059711
-87.0,53.0,8.813735288,-15.5782243822
-87.0,54.0,8.9100652419,-15.4326856977
-87.0,55.0,9.003840524,-15.2854879898
-87.0,56.0,9.0950325694,-15.1366760966
-87.0,57.0,9.1836136002,-14.9862953475
-87.0,58.0,9.2695566338,-14.83439155
-87.0,59.0,9.352835491,-14.6810109754
-87.0,60.0,9.4334248043,-14.5262003449
-87.0,61.0,9.5113000254,-14.3700068154
-87.0,62.0,9.5864374328,-14.2124779649
-87.0,63.0,9.6588141388,-14.0536617783
-87.0,64.0,9.7284080969,-13.8936066324
-87.0,65.0,9.7951981081,-13.7323612817
-87.0,66.0,9.8591638274,-13.569974843
-87.0,67.0,9.9202857703,-13.4064967808
-87.0,68.0,9.9785453184,-13.2419768921
-87.0,69.0,10.0339247254,-13.0764652912
-87.0,70.0,10.086407122,-12.9100123947
-87.0,71.0,10.1359765218,-12.7426689057
-87.0,72.0,10.1826178253,-12.5744857985
-87.0,73.0,10.2263168252,-12.4055143035
-87.0,74.0,10.2670602103,-12.2358058909
-87.0,75.0,10.3048355697,-12.0654122557
-87.0,76.0,10.3396313969,-11.8943853013
-87.0,77.0,10.3714370925,-11.7227771242
-87.0,78.0,10.4002429684,-11.5506399979
-87.0,79.0,10.4260402498,-11.3780263571
-87.0,80.0,10.4488210788,-11.2049887816
-87.0,81.0,10.4685785161,-11.0315799802
-87.0,82.0,10.4853065433,-10.857852775
-87.0,83.0,10.499000065,-10.6838600849
-87.0,84.0,10.5096549099,-10.5096549099
-87.0,85.0,10.5172678326,-10.3352903145
-87.0,86.0,10.521836514,-10.1608194119
-87.0,87.0,10.5233595624,-9.9862953475
-87.0,88.0,10.521836514,-9.8117712831
-87.0,89.0,10.5172678326,-9.6373003805
-87.0,90.0,10.5096549099,-9.4629357851
-87.0,91.0,10.499000065,-9.2887306101
-87.0,92.0,10.4853065433,-9.11473792
-87.0,93.0,10.4685785161,-8.9410107148
-87.0,94.0,10.4488210788,-8.7676019134
-87.0,95.0,10.4260402498,-8.5945643379
-87.0,96.0,10.4002429684,-8.4219506971
-87.0,97.0,10.3714370925,-8.2498135708
-87.0,98.0,10.3396313969,-8.0782053937
-87.0,99.0,10.3048355697,-7.9071784393
-87.0,100.0,10.2670602103,-7.7367848041
-87.0,101.0,10.2263168252,-7.5670763915
-87.0,102.0,10.1826178253,-7.3981048965
-87.0,103.0,10.1359765218,-7.2299217893
-87.0,104.0,10.086407122,-7.0625783003
-87.0,105.0,10.0339247254,-6.8961254038
-87.0,106.0,9.9785453184,-6.7306138029
-87.0,107.0,9.9202857703,-6.5660939142
-87.0,108.0,9.8591638274,-6.402615852
-87.0,109.0,9.7951981081,-6.2402294133
-87.0,110.0,9.7284080969,-6.0789840626
-87.0,111.0,9.6588141388,-5.9189289167
-87.0,112.0,9.5864374328,-5.7601127301
-87.0,113.0,9.5113000254,-5.6025838796
-87.0,114.0,9.4334248043,-5.4463903501
-87.0,115.0,9.352835491,-5.2915797196
-87.0,116.0,9.2695566338,-5.138199145
-87.0,117.0,9.1836136002,-4.9862953475
-87.0,118.0,9.0950325694,-4.8359145984
-87.0,119.0,9.003840524,-4.6871027052
-87.0,120.0,8.9100652419,-4.5399049973
-86.0,-120.0,-8.2903757256,-5.5919290347
-86.0,-119.0,-8.365513133,-5.7494578852
-86.0,-118.0,-8.437889839,-5.9082740718
-86.0,-117.0,-8.5074837971,-6.0683292177
-86.0,-116.0,-8.5742738083,-6.2295745684
-86.0,-115.0,-8.6382395276,-6.3919610071
-86.0,-114.0,-8.6993614705,-6.5554390693
-86.0,-113.0,-8.7576210186,-6.719958958
-86.0,-112.0,-8.8130004256,-6.8854705589
-86.0,-111.0,-8.8654828222,-7.0519234554
-86.0,-110.0,-8.915052222,-7.2192669444
-86.0,-109.0,-8.9616935255,-7.3874500516
-86.0,-108.0,-9.0053925254,-7.5564215466
-86.0,-107.0,-9.0461359105,-7.7261299592
-86.0,-106.0,-9.0839112699,-7.8965235944
-86.0,-105.0,-9.1187070971,-8.0675505488
-86.0,-104.0,-9.1505127927,-8.2391587259
-86.0,-103.0,-9.1793186686,-8.4112958522
-86.0,-102.0,-9.20511595,-8.583909493
-86.0,-101.0,-9.227896779,-8.7569470685
-86.0,-100.0,-9.2476542163,-8.9303558699
-86.0,-99.0,-9.2643822435,-9.1040830751
-86.0,-98.0,-9.2780757652,-9.2780757652
-86.0,-97.0,-9.2887306101,-9.4522809402
-86.0,-96.0,-9.2963435328,-9.6266455356
-86.0,-95.0,-9.3009122142,-9.8011164382
-86.0,-94.0,-9.3024352626,-9.9756405026
-86.0,-93.0,-9.3009122142,-10.150164567
-86.0,-92.0,-9.2963435328,-10.3246354696
-86.0,-91.0,-9.2887306101,-10.499000065
-86.0,-90.0,-9.2780757652,-10.67320524
-86.0,-89.0,-9.2643822435,-10.8471979301
-86.0,-88.0,-9.2476542163,-11.0209251353
-86.0,-87.0,-9.227896779,-11.1943339367
-86.0,-86.0,-9.20511595,-11.3673715122
-86.0,-85.0,-9.1793186686,-11.539985153
-86.0,-84.0,-9.1505127927,-11.7121222793
-86.0,-83.0,-9.1187070971,-11.8837304564
-86.0,-82.0,-9.0839112699,-12.0547574108
-86.0,-81.0,-9.0461359105,-12.225151046
-86.0,-80.0,-9.0053925254,-12.3948594586
-86.0,-79.0,-8.9616935255,-12.5638309536
-86.0,-78.0,-8.915052222,-12.7320140608
-86.0,-77.0,-8.8654828222,-12.8993575498
-86.0,-76.0,-8.8130004256,-13.0658104463
-86.0,-75.0,-8.7576210186,-13.2313220472
-86.0,-74.0,-8.6993614705,-13.3958419359
-86.0,-73.0,-8.6382395276,-13.5593199981
-86.0,-72.0,-8.5742738083,-13.7217064368
-86.0,-71.0,-8.5074837971,-13.8829517875
-86.0,-70.0,-8.437889839,-14.0430069334
-86.0,-69.0,-8.365513133,-14.20182312
-86.0,-68.0,-8.2903757256,-14.3593519705
-86.0,-67.0,-8.2125005045,-14.5155455
-86.0,-66.0,-8.1319111912,-14.6703561305
-86.0,-65.0,-8.048632334,-14.8237367051
-86.0,-64.0,-7.9626893004,-14.9756405026
-86.0,-63.0,-7.8741082696,-15.1260212517
-86.0,-62.0,-7.7829162242,-15.2748331449
-86.0,-61.0,-7.6891409421,-15.4220308528
-86.0,-60.0,-7.5928109882,-15.5675695373
-86.0,-59.0,-7.4939557055,-15.7114048661
-86.0,-58.0,-7.3926052063,-15.8534930255
-86.0,-57.0,-7.2887903631,-15.9937907341
-86.0,-56.0,-7.1825427987,-16.1322552559
-86.0,-55.0,-7.0738948772,-16.2688444131
-86.0,-54.0,-6.9628796938,-16.4035165995
-86.0,-53.0,-6.8495310648,-16.5362307925
-86.0,-52.0,-6.7338835174,-16.6669465662
-86.0,-51.0,-6.6159722788,-16.7956241032
-86.0,-50.0,-6.495833266,-16.9222242072
-86.0,-49.0,-6.3735030745,-17.0467083145
-86.0,-48.0,-6.2490189672,-17.169038506
-86.0,-47.0,-6.1224188632,-17.2891775188
-86.0,-46.0,-5.9937413262,-17.4070887574
-86.0,-45.0,-5.8630255525,-17.5227363048
-86.0,-44.0,-5.7303113595,-17.6360849338
-86.0,-43.0,-5.5956391731,-17.7471001172
-86.0,-42.0,-5.4590500159,-17.8557480387
-86.0,-41.0,-5.3205854941,-17.9619956031
-86.0,-40.0,-5.1802877855,-18.0658104463
-86.0,-39.0,-5.0381996261,-18.1671609455
-86.0,-38.0,-4.8943642973,-18.2660162282
-86.0,-37.0,-4.7488256128,-18.3623461821
-86.0,-36.0,-4.6016279049,-18.4561214642
-86.0,-35.0,-4.4528160117,-18.5473135096
-86.0,-34.0,-4.3024352626,-18.6358945404
-86.0,-33.0,-4.1505314651,-18.721837574
-86.0,-32.0,-3.9971508905,-18.8051164312
-86.0,-31.0,-3.84234026,-18.8857057445
-86.0,-30.0,-3.6861467305,-18.9635809656
-86.0,-29.0,-3.52861788,-19.038718373
-86.0,-28.0,-3.3698016934,-19.111095079
-86.0,-27.0,-3.2097465475,-19.1806890371
-86.0,-26.0,-3.0485011968,-19.2474790483
-86.0,-25.0,-2.8861147581,-19.3114447676
-86.0,-24.0,-2.7226366959,-19.3725667105
-86.0,-23.0,-2.5581168072,-19.4308262586
-86.0,-22.0,-2.3926052063,-19.4862056656
-86.0,-21.0,-2.2261523098,-19.5386880622
-86.0,-20.0,-2.0588088208,-19.588257462
-86.0,-19.0,-1.8906257136,-19.6348987655
-86.0,-18.0,-1.7216542186,-19.6785977654
-86.0,-17.0,-1.551945806,-19.7193411505
-86.0,-16.0,-1.3815521708,-19.7571165099
-86.0,-15.0,-1.2105252164,-19.7919123371
-86.0,-14.0,-1.0389170393,-19.8237180327
-86.0,-13.0,-0.866779913,-19.8525239086
-86.0,-12.0,-0.6941662722,-19.87832119
-86.0,-11.0,-0.5211286967,-19.901102019
-86.0,-10.0,-0.3477198953,-19.9208594563
-86.0,-9.0,-0.1739926901,-19.9375874835
-86.0,-8.0,-0.0,-19.9512810052
-86.0,-7.0,0.174205175,-19.9619358501
-86.0,-6.0,0.3485697704,-19.9695487728
-86.0,-5.0,0.523040673,-19.9741174542
-86.0,-4.0,0.6975647374,-19.9756405026
-86.0,-3.0,0.8720888018,-19.9741174542
-86.0,-2.0,1.0465597044,-19.9695487728
-86.0,-1.0,1.2209242998,-19.9619358501
-86.0,0.0,1.3951294748,-19.9512810052
-86.0,1.0,1.5691221649,-19.9375874835
-86.0,2.0,1.7428493701,-19.9208594563
-86.0,3.0,1.9162581715,-19.901102019
-86.0,4.0,2.089295747,-19.87832119
-86.0,5.0,2.2619093878,-19.8525239086
-86.0,6.0,2.4340465141,-19.8237180327
-86.0,7.0,2.6056546912,-19.7919123371
-86.0,8.0,2.7766816456,-19.7571165099
-86.0,9.0,2.9470752808,-19.7193411505
-86.0,10.0,3.1167836934,-19.6785977654
-86.0,11.0,3.2857551884,-19.6348987655
-86.0,12.0,3.4539382956,-19.588257462
-86.0,13.0,3.6212817846,-19.5386880622
-86.0,14.0,3.7877346811,-19.4862056656
-86.0,15.0,3.953246282,-19.4308262586
-86.0,16.0,4.1177661707,-19.3725667105
-86.0,17.0,4.2812442329,-19.3114447676
-86.0,18.0,4.4436306716,-19.2474790483
-86.0,19.0,4.6048760223,-19.1806890371
-86.0,20.0,4.7649311682,-19.111095079
-86.0,21.0,4.9237473548,-19.038718373
-86.0,22.0,5.0812762053,-18.9635809656
-86.0,23.0,5.2374697348,-18.8857057445
-86.0,24.0,5.3922803653,-18.8051164312
-86.0,25.0,5.5456609399,-18.721837574
-86.0,26.0,5.6975647374,-18.6358945404
-86.0,27.0,5.8479454865,-18.5473135096
-86.0,28.0,5.9967573797,-18.4561214642
-86.0,29.0,6.1439550876,-18.3623461821
-86.0,30.0,6.2894937721,-18.2660162282
-86.0,31.0,6.4333291009,-18.1671609455
-86.0,32.0,6.5754172603,-18.0658104463
-86.0,33.0,6.7157149689,-17.9619956031
-86.0,34.0,6.8541794907,-17.8557480387
-86.0,35.0,6.9907686479,-17.7471001172
-86.0,36.0,7.1254408343,-17.6360849338
-86.0,37.0,7.2581550273,-17.5227363048
-86.0,38.0,7.388870801,-17.4070887574
-86.0,39.0,7.517548338,-17.2891775188
-86.0,40.0,7.644148442,-17.169038506
-86.0,41.0,7.7686325493,-17.0467083145
-86.0,42.0,7.8909627408,-16.9222242072
-86.0,43.0,8.0111017536,-16.7956241032
